library,scenario_id,profile,conns,cc_algo,thread_model,n_total,n_valid,valid,delivery_ratio_median,forward_delivery_ratio_median,forward_delivery_ratio_r_median,forward_delivery_ratio_u_median,server_echo_accept_ratio_median,server_echo_accept_ratio_r_median,server_echo_accept_ratio_u_median,return_delivery_ratio_median,return_delivery_ratio_r_median,return_delivery_ratio_u_median,server_cpu_pct_median,server_cpu_pct_peak_median,rtt_r_p50_us_median,rtt_r_p95_us_median,rtt_r_p99_us_median,rtt_u_p50_us_median,rtt_u_p95_us_median,rtt_u_p99_us_median,included_run_ids,note
raknet,raknet_r0_u30_1000_1_broadcast_0_adaptive,media_relay,1,reno_tahoe_reset,internal_worker,1,1,1,0.9917,0.9933,,0.9933,1.0000,,1.0000,0.9983,,0.9983,9.03,9.73,0,0,0,50400,61800,65200,media_relay_c1_r1,
raknet,raknet_r0_u30_1000_50_broadcast_0_adaptive,media_relay,50,reno_tahoe_reset,internal_worker,3,3,1,0.8244,0.9847,,0.9847,0.9702,,0.9702,0.8629,,0.8629,102.12,109.41,0,0,0,1045000,1154000,1192000,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
raknet,raknet_r0_u30_1000_5_broadcast_0_adaptive,media_relay,5,reno_tahoe_reset,internal_worker,3,3,1,0.9511,0.9870,,0.9870,0.9744,,0.9744,0.9893,,0.9893,10.25,11.30,0,0,0,50200,62100,66700,media_relay_c5_r1;media_relay_c5_r2;media_relay_c5_r3,
raknet,raknet_r1_u20_128_1_broadcast_0_adaptive,game_server,1,reno_tahoe_reset,internal_worker,1,1,1,0.9738,0.9929,1.0000,0.9925,1.0000,1.0000,1.0000,0.9808,1.0000,0.9798,9.05,9.75,49300,58100,61400,50500,60500,66800,game_server_c1_r1,
raknet,raknet_r1_u20_128_5_broadcast_0_adaptive,game_server,5,reno_tahoe_reset,internal_worker,1,1,1,0.9744,0.9862,1.0000,0.9855,0.9981,0.9800,0.9990,0.9899,1.0000,0.9894,10.01,10.89,51500,94900,148000,50400,62100,67300,game_server_c5_r1,
raknet,raknet_r1_u20_128_64_broadcast_0_adaptive,game_server,64,reno_tahoe_reset,internal_worker,3,3,1,0.9462,0.9853,1.0000,0.9846,0.9702,0.9565,0.9709,0.9898,0.9998,0.9893,80.29,94.14,61400,133300,160100,52500,84900,121000,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
raknet,raknet_r50_u0_64_1000_echo_0_adaptive,reliable_echo,1000,reno_tahoe_reset,internal_worker,1,1,1,0.9978,0.9979,0.9979,,1.0000,1.0000,,1.0000,1.0000,,118.18,127.71,135300,196900,269100,0,0,0,reliable_echo_c1000_r1,
raknet,raknet_r50_u0_64_1500_echo_0_adaptive,reliable_echo,1500,reno_tahoe_reset,internal_worker,1,1,1,0.9996,0.9996,0.9996,,1.0000,1.0000,,1.0000,1.0000,,117.27,133.35,235000,316300,434700,0,0,0,reliable_echo_c1500_r1,
raknet,raknet_r50_u0_64_1_echo_0_adaptive,reliable_echo,1,reno_tahoe_reset,internal_worker,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,9.08,9.92,50700,77300,117700,0,0,0,reliable_echo_c1_r1,
raknet,raknet_r50_u0_64_2000_echo_0_adaptive,reliable_echo,2000,reno_tahoe_reset,internal_worker,1,1,1,0.9911,0.9998,0.9998,,1.0000,1.0000,,0.9913,0.9913,,119.54,136.56,905000,1418000,1677000,0,0,0,reliable_echo_c2000_r1,
raknet,raknet_r50_u0_64_200_echo_0_adaptive,reliable_echo,200,reno_tahoe_reset,internal_worker,1,1,1,0.9892,0.9892,0.9892,,1.0000,1.0000,,1.0000,1.0000,,58.55,63.83,51300,85400,127600,0,0,0,reliable_echo_c200_r1,
raknet,raknet_r50_u0_64_3000_echo_0_adaptive,reliable_echo,3000,reno_tahoe_reset,internal_worker,3,0,0,,,,,,,,,,,,,,,,,,,,client_tick
raknet,raknet_r50_u0_64_50_echo_0_adaptive,reliable_echo,50,reno_tahoe_reset,internal_worker,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,21.80,24.07,50900,82200,125800,0,0,0,reliable_echo_c50_r1,
raknet,raknet_r50_u0_64_600_echo_0_adaptive,reliable_echo,600,reno_tahoe_reset,internal_worker,1,1,1,0.9734,0.9734,0.9734,,1.0000,1.0000,,1.0000,1.0000,,113.89,123.16,84500,128900,181800,0,0,0,reliable_echo_c600_r1,
raknet,raknet_r50_u50_64_1000_echo_0_adaptive,echo,1000,reno_tahoe_reset,internal_worker,1,1,1,0.9888,0.9937,0.9987,0.9888,1.0000,1.0000,1.0000,0.9951,1.0000,0.9901,112.93,126.06,184400,257500,363600,182700,223900,233700,echo_c1000_r1,
raknet,raknet_r50_u50_64_1500_echo_0_adaptive,echo,1500,reno_tahoe_reset,internal_worker,3,3,1,0.8719,0.9910,0.9971,0.9843,1.0000,1.0000,1.0000,0.8796,0.8974,0.8616,115.17,129.12,1786000,3631000,4448000,1552000,3169000,3957000,echo_c1500_r1;echo_c1500_r2;echo_c1500_r3,
raknet,raknet_r50_u50_64_1_echo_0_adaptive,echo,1,reno_tahoe_reset,internal_worker,1,1,1,0.9895,0.9960,1.0000,0.9920,1.0000,1.0000,1.0000,0.9935,1.0000,0.9869,9.19,9.90,50700,67000,112400,50200,61800,67300,echo_c1_r1,
raknet,raknet_r50_u50_64_200_echo_0_adaptive,echo,200,reno_tahoe_reset,internal_worker,1,1,1,0.9724,0.9775,0.9822,0.9728,1.0000,1.0000,1.0000,0.9948,0.9999,0.9895,61.35,72.37,51400,82600,125800,50600,62200,67000,echo_c200_r1,
raknet,raknet_r50_u50_64_50_echo_0_adaptive,echo,50,reno_tahoe_reset,internal_worker,1,1,1,0.9903,0.9950,1.0000,0.9899,1.0000,1.0000,1.0000,0.9954,1.0000,0.9907,23.33,24.86,51000,79600,125300,50200,61900,66600,echo_c50_r1,
raknet,raknet_r50_u50_64_600_echo_0_adaptive,echo,600,reno_tahoe_reset,internal_worker,1,1,1,0.9885,0.9935,0.9983,0.9886,1.0000,1.0000,1.0000,0.9950,0.9999,0.9901,109.71,121.87,105300,157200,215800,103900,124400,131800,echo_c600_r1,
slikenet,slikenet_r0_u30_1000_1_broadcast_0_adaptive,media_relay,1,reno_tahoe_reset,internal_worker,1,1,1,0.9733,0.9867,,0.9867,1.0000,,1.0000,0.9865,,0.9865,9.04,9.78,0,0,0,50500,62000,66900,media_relay_c1_r1,
slikenet,slikenet_r0_u30_1000_50_broadcast_0_adaptive,media_relay,50,reno_tahoe_reset,internal_worker,3,3,1,0.8288,0.9852,,0.9852,0.9717,,0.9717,0.8661,,0.8661,102.41,109.71,0,0,0,1045000,1152000,1191000,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
slikenet,slikenet_r0_u30_1000_5_broadcast_0_adaptive,media_relay,5,reno_tahoe_reset,internal_worker,1,1,1,0.9795,0.9900,,0.9900,0.9993,,0.9993,0.9900,,0.9900,10.32,11.21,0,0,0,50200,61900,66700,media_relay_c5_r1,
slikenet,slikenet_r1_u20_128_1_broadcast_0_adaptive,game_server,1,reno_tahoe_reset,internal_worker,1,1,1,0.9786,0.9881,1.0000,0.9875,1.0000,1.0000,1.0000,0.9904,1.0000,0.9899,9.03,9.75,51700,61200,64500,49800,60700,66900,game_server_c1_r1,
slikenet,slikenet_r1_u20_128_5_broadcast_0_adaptive,game_server,5,reno_tahoe_reset,internal_worker,1,1,1,0.9824,0.9929,1.0000,0.9925,0.9981,0.9800,0.9990,0.9914,1.0000,0.9909,9.97,11.13,51900,63800,109600,50300,62100,66600,game_server_c5_r1,
slikenet,slikenet_r1_u20_128_64_broadcast_0_adaptive,game_server,64,reno_tahoe_reset,internal_worker,3,3,1,0.9759,0.9893,1.0000,0.9888,0.9959,0.9758,0.9969,0.9904,1.0000,0.9899,76.52,89.94,60300,138600,163000,52500,88800,118800,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
slikenet,slikenet_r1_u20_128_96_broadcast_0_adaptive,game_server,96,reno_tahoe_reset,internal_worker,3,3,1,0.9363,0.9812,1.0000,0.9803,0.9704,0.9564,0.9711,0.9897,0.9999,0.9892,91.74,105.38,74100,164600,200800,58500,127700,168500,game_server_c96_r1;game_server_c96_r2;game_server_c96_r3,
slikenet,slikenet_r50_u0_64_1000_echo_0_adaptive,reliable_echo,1000,reno_tahoe_reset,internal_worker,1,1,1,0.9999,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,115.40,126.52,145800,214200,291500,0,0,0,reliable_echo_c1000_r1,
slikenet,slikenet_r50_u0_64_1500_echo_0_adaptive,reliable_echo,1500,reno_tahoe_reset,internal_worker,3,3,1,0.9993,0.9994,0.9994,,1.0000,1.0000,,0.9999,0.9999,,117.48,132.96,238300,318100,439300,0,0,0,reliable_echo_c1500_r1;reliable_echo_c1500_r2;reliable_echo_c1500_r3,
slikenet,slikenet_r50_u0_64_1_echo_0_adaptive,reliable_echo,1,reno_tahoe_reset,internal_worker,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,9.04,9.63,51300,91400,128400,0,0,0,reliable_echo_c1_r1,
slikenet,slikenet_r50_u0_64_2000_echo_0_adaptive,reliable_echo,2000,reno_tahoe_reset,internal_worker,1,1,1,0.9981,0.9999,0.9999,,1.0000,1.0000,,0.9982,0.9982,,119.38,136.45,766800,1231000,1510000,0,0,0,reliable_echo_c2000_r1,
slikenet,slikenet_r50_u0_64_200_echo_0_adaptive,reliable_echo,200,reno_tahoe_reset,internal_worker,1,1,1,0.9965,0.9965,0.9965,,1.0000,1.0000,,1.0000,1.0000,,59.95,65.90,51300,84400,128000,0,0,0,reliable_echo_c200_r1,
slikenet,slikenet_r50_u0_64_3000_echo_0_adaptive,reliable_echo,3000,reno_tahoe_reset,internal_worker,3,2,1,0.1648,0.6201,0.6185,,1.0000,1.0000,,0.2644,0.2644,,136.06,155.49,2821500,9422500,9874000,0,0,0,reliable_echo_c3000_r1;reliable_echo_c3000_r3,
slikenet,slikenet_r50_u0_64_50_echo_0_adaptive,reliable_echo,50,reno_tahoe_reset,internal_worker,1,1,1,0.9970,0.9970,0.9970,,1.0000,1.0000,,1.0000,1.0000,,21.63,22.65,51100,84400,129700,0,0,0,reliable_echo_c50_r1,
slikenet,slikenet_r50_u0_64_600_echo_0_adaptive,reliable_echo,600,reno_tahoe_reset,internal_worker,1,1,1,0.9785,0.9785,0.9785,,1.0000,1.0000,,1.0000,1.0000,,110.38,122.67,87900,132600,185900,0,0,0,reliable_echo_c600_r1,
slikenet,slikenet_r50_u50_64_1_echo_0_adaptive,echo,1,reno_tahoe_reset,internal_worker,1,1,1,0.9900,0.9970,1.0000,0.9940,1.0000,1.0000,1.0000,0.9930,1.0000,0.9859,9.24,10.33,50700,107700,756900,50100,62100,67000,echo_c1_r1,
slikenet,slikenet_r50_u50_64_200_echo_0_adaptive,echo,200,reno_tahoe_reset,internal_worker,1,1,1,0.9826,0.9874,0.9923,0.9824,1.0000,1.0000,1.0000,0.9952,1.0000,0.9904,62.72,70.48,51300,82000,125900,50500,62100,67000,echo_c200_r1,
slikenet,slikenet_r50_u50_64_50_echo_0_adaptive,echo,50,reno_tahoe_reset,internal_worker,1,1,1,0.9884,0.9928,0.9973,0.9883,1.0000,1.0000,1.0000,0.9955,1.0000,0.9910,23.43,25.75,50900,74100,121700,50300,61900,66900,echo_c50_r1,
slikenet,slikenet_r50_u50_64_600_echo_0_adaptive,echo,600,reno_tahoe_reset,internal_worker,3,3,1,0.9441,0.9489,0.9536,0.9442,1.0000,1.0000,1.0000,0.9950,0.9999,0.9900,111.81,122.34,102100,150200,209600,101500,122000,128700,echo_c600_r1;echo_c600_r2;echo_c600_r3,
udt4,udt4_r50_u0_64_1_echo_0_adaptive,reliable_echo,1,none_benchccc,internal_worker,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,14.07,15.08,50700,74900,118100,0,0,0,reliable_echo_c1_r1,
udt4,udt4_r50_u0_64_50_echo_0_adaptive,reliable_echo,50,none_benchccc,internal_worker,3,3,1,0.8851,1.0000,1.0000,,1.0000,1.0000,,0.8851,0.8851,,39.83,44.21,51400,110800,14005000,0,0,0,reliable_echo_c50_r1;reliable_echo_c50_r2;reliable_echo_c50_r3,
yojimbo,yojimbo_r0_u30_1000_1_broadcast_0_adaptive,media_relay,1,none,single,1,1,1,0.9883,1.0000,,1.0000,1.0000,,1.0000,0.9883,,0.9883,10.67,11.95,0,0,0,74900,88400,94100,media_relay_c1_r1,
yojimbo,yojimbo_r0_u30_1000_50_broadcast_0_adaptive,media_relay,50,none,single,3,3,1,0.4009,0.9906,,0.9906,0.9992,,0.9992,0.4054,,0.4054,42.73,50.40,0,0,0,81000,95000,99400,media_relay_c50_r1;media_relay_c50_r2;media_relay_c50_r3,
yojimbo,yojimbo_r0_u30_1000_5_broadcast_0_adaptive,media_relay,5,none,single,1,1,1,0.9633,0.9893,,0.9893,0.9993,,0.9993,0.9744,,0.9744,11.43,12.55,0,0,0,77600,90100,98100,media_relay_c5_r1,
yojimbo,yojimbo_r1_u20_128_1_broadcast_0_adaptive,game_server,1,none,single,1,1,1,0.9881,0.9905,1.0000,0.9900,1.0000,1.0000,1.0000,0.9976,1.0000,0.9975,10.76,12.16,71500,80500,81200,71500,89900,91800,game_server_c1_r1,
yojimbo,yojimbo_r1_u20_128_5_broadcast_0_adaptive,game_server,5,none,single,1,1,1,0.9768,0.9886,1.0000,0.9880,0.9975,0.9800,0.9984,0.9905,1.0000,0.9901,11.30,12.58,71700,90100,180800,71400,88000,91500,game_server_c5_r1,
yojimbo,yojimbo_r1_u20_128_64_broadcast_0_adaptive,game_server,64,none,single,3,3,1,0.9565,0.9911,1.0000,0.9907,0.9971,0.9754,0.9982,0.9687,1.0000,0.9671,28.47,38.94,81800,179100,191200,79100,91200,93600,game_server_c64_r1;game_server_c64_r2;game_server_c64_r3,
yojimbo,yojimbo_r50_u0_64_1_echo_0_adaptive,reliable_echo,1,none,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,10.77,11.87,71900,121300,171500,0,0,0,reliable_echo_c1_r1,
yojimbo,yojimbo_r50_u0_64_50_echo_0_adaptive,reliable_echo,50,none,single,1,1,1,1.0000,1.0000,1.0000,,1.0000,1.0000,,1.0000,1.0000,,19.36,20.68,71900,131100,172200,0,0,0,reliable_echo_c50_r1,
yojimbo,yojimbo_r50_u50_64_1_echo_0_adaptive,echo,1,none,single,1,1,1,0.9890,0.9955,1.0000,0.9910,1.0000,1.0000,1.0000,0.9935,1.0000,0.9869,10.84,12.18,71600,139900,171900,71300,89800,91500,echo_c1_r1,
yojimbo,yojimbo_r50_u50_64_50_echo_0_adaptive,echo,50,none,single,1,1,1,0.9903,0.9950,1.0000,0.9899,1.0000,1.0000,1.0000,0.9953,1.0000,0.9905,19.65,21.04,72000,130900,172000,71600,89800,91800,echo_c50_r1,
